Patient ID,Factor_1
Subject_0,0.6648709774017334
Subject_1,0.5966942310333252
Subject_2,0.34142863750457764
Subject_3,-0.36767324805259705
Subject_4,-0.6094513535499573
Subject_5,0.344577431678772
Subject_6,-0.09289199113845825
Subject_7,-0.0866936445236206
Subject_8,-0.5083357691764832
Subject_9,-0.5750756859779358
Subject_10,0.5049415230751038
Subject_11,-0.4150530993938446
Subject_12,0.14623130857944489
Subject_13,0.044846877455711365
Subject_14,-0.38483941555023193
Subject_15,0.05935440957546234
Subject_16,-0.6061060428619385
Subject_17,-0.0008216202259063721
Subject_18,-0.268420934677124
Subject_19,-0.3032578229904175
Subject_20,-0.18920297920703888
Subject_21,-0.20471346378326416
Subject_22,-0.4188312888145447
Subject_23,0.47676897048950195
Subject_24,0.29754072427749634
Subject_25,-0.6619397401809692
Subject_26,0.5842456817626953
Subject_27,0.5844312906265259
Subject_28,0.07543757557868958
Subject_29,0.6865242123603821
Subject_30,-0.5318139791488647
Subject_31,-0.8632599115371704
Subject_32,0.3029608428478241
Subject_33,0.1744706630706787
Subject_34,0.48809677362442017
Subject_35,0.38240721821784973
Subject_36,0.6063980460166931
Subject_37,-0.1831999570131302
Subject_38,0.018404781818389893
Subject_39,-0.11951083689928055
Subject_40,0.563071608543396
Subject_41,-0.7186379432678223
Subject_42,0.6208521723747253
Subject_43,-0.5174163579940796
Subject_44,0.2553059458732605
Subject_45,0.03713567927479744
Subject_46,0.513302206993103
Subject_47,-0.1601451337337494
Subject_48,0.6521180272102356
Subject_49,0.07907821238040924
Subject_50,-0.22024333477020264
Subject_51,0.2025611698627472
Subject_52,-0.38665682077407837
Subject_53,0.10460130870342255
Subject_54,0.4673407971858978
Subject_55,-0.5741902589797974
Subject_56,-0.6412335634231567
Subject_57,-0.6991769671440125
Subject_58,0.5464769005775452
Subject_59,-0.5611370801925659
Subject_60,0.529038667678833
Subject_61,0.6251111030578613
Subject_62,0.6308519840240479
Subject_63,0.2174319326877594
Subject_64,0.6550350189208984
Subject_65,0.5874475240707397
Subject_66,-0.6243597865104675
Subject_67,-0.18532626330852509
Subject_68,-0.28654778003692627
Subject_69,-0.3209131956100464
Subject_70,0.4001595377922058
Subject_71,-0.401125967502594
Subject_72,-0.11378767341375351
Subject_73,0.4406989812850952
Subject_74,-0.4434722065925598
Subject_75,0.43020904064178467
Subject_76,0.11616513133049011
Subject_77,-0.5777392387390137
Subject_78,-0.09889078140258789
Subject_79,-0.164730966091156
Subject_80,-0.2577296793460846
Subject_81,0.13924889266490936
Subject_82,-0.05506846308708191
Subject_83,-0.6752561330795288
Subject_84,-0.22576996684074402
Subject_85,-0.2652018964290619
